Gene ID,Gene symbol,Enzyme,UniProt,Enzymatic reactions
ENSG00000171124,FUT3,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase,P21217,G00040[c] + GDP[c] <=> GDP-L-fucose[c] + type I B glycolipid[c]
ENSG00000171124,FUT3,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase,P21217,GDP-L-fucose[c] + VI2Fuc-nLc6[c] => G00081[c] + GDP[c]
ENSG00000171124,FUT3,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase,P21217,GDP-L-fucose[c] + VI2Fuc-nLc6[c] => G00081[c] + GDP[c]
ENSG00000171124,FUT3,Hexosyltransferases,P21217,GDP-L-fucose[c] + VI2Fuc-nLc6[c] => G00081[c] + GDP[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,eicosanoyl-CoA[c] + malonyl-CoA[c] => 3-oxodocosanoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,fatty-acid synthase system,Q56NI9,decanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxododecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,beta-ketoacyl-[acyl-carrier-protein] synthase I,Q56NI9,decanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxododecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,malonyl-CoA[c] + oleoyl-CoA[c] => 3-oxo-11-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,fatty-acid synthase system,Q56NI9,dodecanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxotetradecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,beta-ketoacyl-[acyl-carrier-protein] synthase I,Q56NI9,dodecanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxotetradecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,fatty-acid synthase system,Q56NI9,butyryl-[ACP][c] + malonyl-[ACP][c] => 3-oxohexanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,beta-ketoacyl-[acyl-carrier-protein] synthase I,Q56NI9,butyryl-[ACP][c] + malonyl-[ACP][c] => 3-oxohexanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"10,13,16,19-docosatetraenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,CoA[m] + S-(2-methylpropanoyl)-dihydrolipoamide[m] <=> dihydrolipoamide[m] + isobutyryl-CoA[m]
ENSG00000171320,ESCO2,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase,Q56NI9,CoA[m] + S-(2-methylpropanoyl)-dihydrolipoamide[m] <=> dihydrolipoamide[m] + isobutyryl-CoA[m]
ENSG00000171320,ESCO2,fatty-acid synthase system,Q56NI9,malonyl-[ACP][c] + octanoyl-[ACP][c] => 3-oxodecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,beta-ketoacyl-[acyl-carrier-protein] synthase I,Q56NI9,malonyl-[ACP][c] + octanoyl-[ACP][c] => 3-oxodecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,fatty-acid synthase system,Q56NI9,malonyl-[ACP][c] + tetradecanoyl-[ACP][c] => 3-oxohexadecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,beta-ketoacyl-[acyl-carrier-protein] synthase I,Q56NI9,malonyl-[ACP][c] + tetradecanoyl-[ACP][c] => 3-oxohexadecanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,gamma-linolenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-dihomo-gamma-linolenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,9-eicosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-11cis-docosenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,malonyl-CoA[c] + nonadecanoyl-CoA[c] => 3-oxoheneicosanoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + malonyl-CoA[c] => 3-keto-eicosa-8,11,14,17-all-cis-tetraenoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"linolenoyl-CoA[c] + malonyl-CoA[c] => 3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"dihomo-gamma-linolenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,heneicosanoyl-CoA[c] + malonyl-CoA[c] => 3-oxotricosanoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,(15Z)-tetracosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-hexacosenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"arachidonyl-CoA[c] + malonyl-CoA[c] => 3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,heptadecanoyl-CoA[c] + malonyl-CoA[c] => 3-oxononadecanoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [c] + malonyl-CoA[c] => 3-oxo-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"(11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"(6Z,9Z)-octadecadienoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-eicosadienoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,CoA[c] + N-acetyl-LTE4[c] <=> acetyl-CoA[c] + leukotriene E4[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,(13Z)-docosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-cis-15-tetracosaenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,malonyl-CoA[c] + stearoyl-CoA[c] => 3-oxoeicosanoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,malonyl-CoA[c] + palmitoyl-CoA[c] => 3-oxooctadecanoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"(11Z,14Z)-eicosadienoyl-CoA[c] + malonyl-CoA[c] => 3-oxodocasa-cis,cis-13,16-dienoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"linoleoyl-CoA[c] + malonyl-CoA[c] => 3-oxoeicosa-cis,cis-11,14-dienoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA[c] + CO2[c] + CoA[c]"
ENSG00000171320,ESCO2,fatty-acid synthase system,Q56NI9,acetyl-[ACP][c] + malonyl-[ACP][c] => CO2[c] + [ACP][c] + acetoacetyl-[ACP][c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,CoA[n] + N-acetyl-LTE4[n] <=> acetyl-CoA[n] + leukotriene E4[n]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,(7Z)-octadecenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-9-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,(11Z)-eicosenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-13cis-docosenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,docosanoyl-CoA[c] + malonyl-CoA[c] => 3-oxotetracosanoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000171320,ESCO2,fatty-acid synthase system,Q56NI9,hexanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxooctanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,beta-ketoacyl-[acyl-carrier-protein] synthase I,Q56NI9,hexanoyl-[ACP][c] + malonyl-[ACP][c] => 3-oxooctanoyl-[ACP][c] + CO2[c] + [ACP][c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,S-[2-carboxy-1-(1-h-imidazol-4-yl)ethyl]-L-cysteine[c] + acetyl-CoA[c] => CoA[c] + N-acetyl-S-[2-carboxy-1-(1-h-imidazol-4-yl)ethyl]-L-cysteine[c]
ENSG00000171320,ESCO2,Acyltransferases,Q56NI9,cis-vaccenoyl-CoA[c] + malonyl-CoA[c] => 3-oxo-13-cis-eicosenoyl-CoA[c] + CO2[c] + CoA[c]
ENSG00000172292,CERS6,sphingosine N-acyltransferase,Q6ZMG9,acyl-CoA-LD-SM pool[c] + sphinganine[c] => CoA[c] + dihydroceramide pool[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,NAD+[c] + ethanol[c] => H+[c] + NADH[c] + acetaldehyde[c]
ENSG00000172955,ADH6,alcohol dehydrogenase [NAD(P)+],P28332,NAD+[c] + ethanol[c] => H+[c] + NADH[c] + acetaldehyde[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,20-OH-LTB4[m] + NAD+[m] <=> 20-oxo-LTB4[m] + H+[m] + NADH[m]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,"3,4-dihydroxymandelaldehyde[c] + H+[c] + NADH[c] <=> 3,4-dihydroxyphenylethyleneglycol[c] + NAD+[c]"
ENSG00000172955,ADH6,cholestanetriol 26-monooxygenase,P28332,"5beta-cholestan-3alpha,7alpha,12alpha-triol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[m] + H2O[m] + NADP+[m]"
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[c] + H+[c] + NADH[c] <=> 5beta-cholestane-3alpha,7alpha,26-triol[c] + NAD+[c]"
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,20-OH-LTB4[r] + NAD+[r] <=> 20-oxo-LTB4[r] + H+[r] + NADH[r]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,H+[c] + NADH[c] + chloral hydrate[c] => H2O[c] + NAD+[c] + trichloroethanol[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,NAD+[r] + retinol[r] => H+[r] + NADH[r] + retinal[r]
ENSG00000172955,ADH6,all-trans-retinol dehydrogenase (NAD+),P28332,NAD+[r] + retinol[r] => H+[r] + NADH[r] + retinal[r]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,20-OH-LTB4[c] + NAD+[c] <=> 20-oxo-LTB4[c] + H+[c] + NADH[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,20-hydroxy-LTE4[p] + NAD+[p] => 20-oxo-LTE4[p] + H+[p] + NADH[p]
ENSG00000172955,ADH6,S-(hydroxymethyl)glutathione dehydrogenase,P28332,H+[c] + NADH[c] + formylglutathione[c] <=> NAD+[c] + hydroxymethylglutathione[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,NADP+[m] + glycerol[m] => H+[m] + NADPH[m] + glyceraldehyde[m]
ENSG00000172955,ADH6,alcohol dehydrogenase (NADP+),P28332,NADP+[m] + glycerol[m] => H+[m] + NADPH[m] + glyceraldehyde[m]
ENSG00000172955,ADH6,aldose reductase,P28332,NADP+[m] + glycerol[m] => H+[m] + NADPH[m] + glyceraldehyde[m]
ENSG00000172955,ADH6,glycerol dehydrogenase (NADP+),P28332,NADP+[m] + glycerol[m] => H+[m] + NADPH[m] + glyceraldehyde[m]
ENSG00000172955,ADH6,phosphatidate phosphatase,P28332,H2O[c] + sphinganine-1-phosphate[c] => Pi[c] + sphinganine[c]
ENSG00000172955,ADH6,Phosphoric Monoester Hydrolases,P28332,H2O[c] + sphinganine-1-phosphate[c] => Pi[c] + sphinganine[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,H+[c] + NADPH[c] + glyceraldehyde[c] <=> NADP+[c] + glycerol[c]
ENSG00000172955,ADH6,alcohol dehydrogenase (NADP+),P28332,H+[c] + NADPH[c] + glyceraldehyde[c] <=> NADP+[c] + glycerol[c]
ENSG00000172955,ADH6,aldose reductase,P28332,H+[c] + NADPH[c] + glyceraldehyde[c] <=> NADP+[c] + glycerol[c]
ENSG00000172955,ADH6,glycerol dehydrogenase (NADP+),P28332,H+[c] + NADPH[c] + glyceraldehyde[c] <=> NADP+[c] + glycerol[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,NAD+[c] + retinol[c] => H+[c] + NADH[c] + retinal[c]
ENSG00000172955,ADH6,all-trans-retinol dehydrogenase (NAD+),P28332,NAD+[c] + retinol[c] => H+[c] + NADH[c] + retinal[c]
ENSG00000172955,ADH6,alcohol dehydrogenase,P28332,5-hydroxyindoleacetaldehyde[c] + H+[c] + NADPH[c] <=> 5-hydroxytryptophol[c] + NADP+[c]
ENSG00000172977,KAT5,histone acetyltransferase,Q92993,CoA[c] + histone-N6-acetyl-L-lysine[c] <=> acetyl-CoA[c] + histone-L-lysine[c]
ENSG00000173273,TNKS,NAD+ ADP-ribosyltransferase,O95271,(ADP-D-ribosyl)n+1-acceptor[c] + NAD+[c] <=> (ADP-D-ribosyl)n-acceptor[c] + H+[c] + nicotinamide[c]
ENSG00000173846,PLK3,non-specific serine/threonine protein kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,Fas-activated serine/threonine kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,Goodpasture-antigen-binding protein kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,IkappaB kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,cAMP-dependent protein kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,cGMP-dependent protein kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,protein kinase C,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,Ca2+/calmodulin-dependent protein kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,polo kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,cyclin-dependent kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,mitogen-activated protein kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,mitogen-activated protein kinase kinase kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,receptor protein serine/threonine kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,dual-specificity kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000173846,PLK3,mitogen-activated protein kinase kinase,Q9H4B4,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"1,1-dichloroethylene epoxide[c] + GSH[c] => 2-(S-glutathionyl)acetyl chloride[c] + hydrochloride[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"GSH[c] + bromobenzene-3,4-oxide[c] => 3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-1-S-glutathione[p] <=> GSH[p] + estrone-2,3-quinone[p]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"1-nitronaphthalene-5,6-oxide[c] + GSH[c] => 1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"4-hydroxyestrone-2-S-glutathione[r] <=> GSH[r] + estrone-3,4-quinone[r]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-3,4-quinone[p] + GSH[p] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[p]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-4-S-glutathione[p] <=> GSH[p] + estrone-2,3-quinone[p]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"GSH[c] + delta-12-prostaglandin J2[c] <=> S-(9-deoxy-delta9,12-PGD2)-glutathione[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,12-keto-LTB4[p] + GSH[p] <=> 12-oxo-c-LTB3[p]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"GSH[c] + bromobenzene-2,3-oxide[c] => 2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,5-S-glutathionyl-dopamine[c] <=> GSH[c] + dopamine-O-quinone[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,5-S-glutathionyl-dopachrome hydroquinone[c] <=> GSH[c] + L-dopachrome[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,2-bromoacetaldehyde[c] + GSH[c] => S-(formylmethyl)glutathione[c] + hydrobromic acid[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"(1S,2R)-naphthalene 1,2-oxide[c] + GSH[c] => (1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[p] + GSH[p] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[p]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[r]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,2-(S-glutathionyl)acetyl chloride[c] + GSH[c] => 2-(S-glutathionyl)acetyl glutathione[c] + hydrochloride[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"(1R,2S)-naphthalene 1,2-oxide[c] + GSH[c] => (1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,3-hydroxykynurenine-O-beta-D-glucoside[c] + GSH[c] <=> H2O[c] + glutathionyl-3-hydroxykynurenine glucoside[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[p] + GSH[p] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[p]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"4-hydroxyestrone-2-S-glutathione[m] <=> GSH[m] + estrone-3,4-quinone[m]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-3,4-quinone[m] + GSH[m] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[m]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,5-S-glutathionyl-noradrenochrome hydroquinone[c] <=> GSH[c] + noradrenochrome[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,9-deoxy-delta12-PGD2[c] + GSH[c] <=> S-(9-deoxy-delta12-PGD2)-glutathione[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene[c] <=> GSH[c] + benzo[a]pyrene-4,5-oxide[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"GSH[c] + aflatoxin B1-exo-8,9-epoxide[c] => aflatoxin B1exo-8,9-epoxide-GSH[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,GSH[r] + hepoxilin A3[r] <=> hepoxilin A3-c[r]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,12-keto-LTB4[c] + GSH[c] <=> 12-oxo-c-LTB3[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"1-nitronaphthalene-7,8-oxide[c] + GSH[c] => 1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,5-S-glutathionyl-L-dopa[c] <=> GSH[c] + L-dopaquinone[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[m] + GSH[m] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[m]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,5-S-glutathionyl-aminochrome reduced[c] <=> GSH[c] + dopaminochrome[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-4-S-glutathione[m] <=> GSH[m] + estrone-2,3-quinone[m]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2,2-dichloroacetaldehyde[c] + GSH[c] => S-(2,2-dichloro-1-hydroxy)ethyl glutathione[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"4-hydroxyestrone-2-S-glutathione[p] <=> GSH[p] + estrone-3,4-quinone[p]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-3,4-quinone[c] + GSH[c] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-1-S-glutathione[m] <=> GSH[m] + estrone-2,3-quinone[m]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"4-hydroxyestrone-2-S-glutathione[c] <=> GSH[c] + estrone-3,4-quinone[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-4-S-glutathione[r] <=> GSH[r] + estrone-2,3-quinone[r]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-1-S-glutathione[c] <=> GSH[c] + estrone-2,3-quinone[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,12-keto-LTB4[r] + GSH[r] <=> 12-oxo-c-LTB3[r]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,GSH[p] + hepoxilin A3[p] <=> hepoxilin A3-c[p]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"GSH[c] + benzo[a]pyrene-7,8-diol[c] => 7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene[c] + H2O[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-4-S-glutathione[c] <=> GSH[c] + estrone-2,3-quinone[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-3,4-quinone[r] + GSH[r] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[r]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,5-S-glutathionyl-adrenochrome hydroquinone[c] <=> GSH[c] + adrenochrome[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"1-nitronaphthalene-5,6-oxide[c] + GSH[c] => 1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[r]"
ENSG00000174156,GSTA3,prostaglandin-F synthase,Q16772,GSH[c] + prostaglandin J2[c] <=> S-(PGJ2)-glutathione[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,GSH[c] + prostaglandin J2[c] <=> S-(PGJ2)-glutathione[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"GSH[c] + trichloroethene[c] => S-(1,2-dichlorovinyl)glutathione[c] + hydrochloride[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,GSH[c] + prostaglandin A2[c] <=> S-(PGA2)-glutathione[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,GSH[c] + hepoxilin A3[c] <=> hepoxilin A3-c[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,GSH[c] + chloroacetyl chloride[c] => S-(2-chloroacetyl)glutathione[c] + hydrochloride[c]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,12-keto-LTB4[m] + GSH[m] <=> 12-oxo-c-LTB3[m]
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"2-hydroxyestrone-1-S-glutathione[r] <=> GSH[r] + estrone-2,3-quinone[r]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"1-nitronaphthalene-7,8-oxide[c] + GSH[c] => 1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene[c]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,"17beta-estradiol-2,3-quinone[m] + GSH[m] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[m]"
ENSG00000174156,GSTA3,glutathione transferase,Q16772,GSH[c] + prostaglandin A1[c] <=> S-(PGA1)-glutathione[c]
ENSG00000174640,SLCO2A1,"Prostaglandin transporter, Pgt or PGT (SLC21A2)",Q92959,GSH[c] + HCO3-[c] + prostaglandin C1[s] <=> GSH[s] + HCO3-[s] + prostaglandin C1[c]
ENSG00000174640,SLCO2A1,"Prostaglandin transporter, Pgt or PGT (SLC21A2)",Q92959,GSH[c] + HCO3-[c] + prostaglandin C2[s] <=> GSH[s] + HCO3-[s] + prostaglandin C2[c]
ENSG00000174640,SLCO2A1,"Prostaglandin transporter, Pgt or PGT (SLC21A2)",Q92959,GSH[c] + HCO3-[c] + arachidonate[s] <=> GSH[s] + HCO3-[s] + arachidonate[c]
ENSG00000174640,SLCO2A1,"The basolateral multivalent, potential-sensitive, organic cation (tetramethyl-ammonium",Q92959,prostaglandin F2alpha[s] => prostaglandin F2alpha[c]
